Date,Quantity,Tonnage(kg),Average Weight,Actual Price per kg,Total Sales,Population of DOCs Given,Cost Per DOC,Total Cost of DOC,Actual Feed Amount Received by Farmer,Total Cost of Feed,Cost of Material,Quantity of Material,Total Material Cost
2024-09-06,9912,18349.6,1.9070833333333332,16833.333333333332,307660140,20000.0,5550.0,111000000.0,450.0,179600000.0,44044.882352941175,303.0,7034098.0
2024-09-07,2138,4656.599999999999,2.238888888888889,16488.88888888889,76792800,5000.0,5338.0,26690000.0,160.0,64000000.0,134500.0,26.0,1587000.0
2024-09-08,1264,3119.2,2.48,16000.0,49907200,16000.0,5550.0,88800000.0,160.0,64000000.0,134500.0,26.0,1587000.0
2024-09-09,10953,22349.6,2.0846153846153848,16311.538461538461,362451440,16000.0,5550.0,88800000.0,480.0,192400000.0,62934.5,19.0,932475.0
2024-09-10,15379,29912.0,2.1487878787878785,18603.030303030304,551277480,16000.0,5550.0,88800000.0,640.0,256000000.0,62934.5,19.0,932475.0
2024-09-11,5821,14441.8,2.5394444444444444,18455.555555555555,264783680,12000.0,3947.0,47364000.0,640.0,259200000.0,62934.5,19.0,932475.0
2024-09-12,5013,11242.2,2.22875,18018.75,200455840,12000.0,3947.0,47364000.0,640.0,259200000.0,121500.0,12.0,590000.0
2024-09-13,4829,10044.2,2.0957142857142856,17035.714285714286,173673220,12000.0,3947.0,47364000.0,160.0,63600000.0,66312.5,230.0,9120000.0
2024-09-14,4716,7533.2,1.811,16300.0,127828220,21500.0,5112.5,112762500.0,1170.0,473070000.0,95869.0,2.0,191738.0
2024-09-15,3410,5590.0,1.9666666666666666,17000.0,94998820,21500.0,5112.5,112762500.0,0.0,0.0,95869.0,2.0,191738.0
2024-09-17,210,636.2,3.03,16500.0,10497300,21500.0,5112.5,112762500.0,800.0,321300000.0,34301.0,310.0,6552752.0
2024-09-18,2501,3239.8,1.4116666666666668,15700.0,50269600,17000.0,5425.0,92225000.0,800.0,323950000.0,24191.0,90.0,2056450.0
2024-09-19,307,353.4,1.15,17000.0,6007800,7000.0,5050.0,35350000.0,160.0,64800000.0,24191.0,90.0,2056450.0
2024-09-20,7124,11859.2,1.7433333333333332,16740.0,197244400,7000.0,5050.0,35350000.0,160.0,62400000.0,31512.5,32.0,938050.0
2024-09-21,5703,9192.0,1.6453333333333333,16786.666666666668,154558920,10000.0,5050.0,50500000.0,740.0,295000000.0,61156.92307692308,279.0,10650330.0
2024-09-22,8188,13913.6,1.93625,16687.5,233150260,8000.0,5425.0,43400000.0,740.0,295000000.0,61156.92307692308,279.0,10650330.0
2024-09-23,3918,5088.2,2.0060000000000002,16880.0,86164680,8000.0,5425.0,43400000.0,960.0,378000000.0,61156.92307692308,279.0,10650330.0
2024-09-24,9274,19414.2,2.1062499999999997,16062.5,310317560,8000.0,5425.0,43400000.0,360.0,140600000.0,59000.0,60.0,3540000.0
2024-09-25,13653,28777.2,2.1378787878787877,16127.272727272728,462700740,44000.0,5050.0,222200000.0,320.0,129600000.0,59000.0,60.0,3540000.0
2024-09-26,5778,12675.6,2.1670000000000003,16185.0,204267320,44000.0,5050.0,222200000.0,480.0,193950000.0,86869.0,10.0,868688.0
2024-09-27,11641,26079.0,2.242051282051282,15733.333333333334,408571340,10000.0,4357.0,43570000.0,160.0,63600000.0,37933.0,184.0,5179439.0
2024-09-28,2106,4244.599999999999,2.2455555555555557,15111.111111111111,61869660,10000.0,4357.0,43570000.0,850.0,338400000.0,5623.0,100.0,562300.0
2024-09-29,5446,10792.4,1.9953333333333334,15266.666666666666,168766540,10000.0,4357.0,43570000.0,0.0,0.0,5623.0,100.0,562300.0
2024-09-30,7984,16130.8,2.078888888888889,15962.962962962964,257870540,10000.0,4357.0,43570000.0,320.0,129320000.0,57000.0,10.0,570000.0
2024-10-01,8882,18057.4,2.0013793103448276,16348.275862068966,293514040,10000.0,4357.0,43570000.0,320.0,123050000.0,57000.0,10.0,570000.0
2024-10-02,8868,20746.4,2.412,16040.0,336446300,10000.0,4357.0,43570000.0,580.0,231050000.0,57000.0,10.0,570000.0
2024-10-03,7774,20093.0,2.685909090909091,16790.909090909092,337477900,20000.0,4550.0,91000000.0,480.0,192000000.0,57000.0,10.0,570000.0
2024-10-04,8727,16314.0,2.1833333333333336,17395.238095238095,282567260,20000.0,4550.0,91000000.0,320.0,129920000.0,62271.857142857145,339.0,13199595.0
2024-10-05,5067,10732.0,2.244375,17831.25,190466030,7000.0,4425.0,30975000.0,640.0,256300000.0,62271.857142857145,339.0,13199595.0
2024-10-06,3810,7156.0,2.2091666666666665,17758.333333333332,126786620,7000.0,4425.0,30975000.0,0.0,0.0,62271.857142857145,339.0,13199595.0
2024-10-07,1666,3404.0,2.0533333333333332,18866.666666666668,64109720,7000.0,4425.0,30975000.0,440.0,178220000.0,64275.0,166.0,7384025.0
2024-10-08,5846,13596.0,2.3229411764705885,19194.117647058825,260262220,7000.0,4425.0,30975000.0,320.0,128000000.0,64275.0,166.0,7384025.0
2024-10-09,10312,17302.0,2.0153846153846153,19176.923076923078,330192920,16500.0,5175.0,85387500.0,320.0,128125000.0,64275.0,166.0,7384025.0
2024-10-10,3923,7358.0,2.0566666666666666,18833.333333333332,136869100,16500.0,5175.0,85387500.0,320.0,127625000.0,37510.0,50.0,1875500.0
2024-10-11,4020,5432.0,1.305,18383.333333333332,103853480,24200.0,5281.5,122579000.0,480.0,193600000.0,37510.0,50.0,1875500.0
2024-10-12,3255,6183.0,1.8780000000000001,19470.0,120371860,20000.0,4197.0,83940000.0,320.0,129300000.0,37510.0,50.0,1875500.0
2024-10-13,12023,21061.0,1.9387999999999999,19428.0,409416060,20000.0,4197.0,83940000.0,320.0,129300000.0,31512.5,14.0,335650.0
2024-10-14,3046,5060.0,1.734,19800.0,100295100,20000.0,4197.0,83940000.0,960.0,384500000.0,81351.48148148147,299.0,12053050.0
2024-10-15,5703,11515.0,2.0349999999999997,20364.285714285714,233595640,20000.0,4197.0,83940000.0,320.0,128400000.0,84333.33333333333,32.0,805000.0
2024-10-16,7199,15489.0,2.1880952380952383,20752.380952380954,320688100,20000.0,4197.0,83940000.0,160.0,64950000.0,61800.0,226.0,8781000.0
2024-10-17,9133,22682.0,2.470357142857143,21092.85714285714,477054360,20000.0,4197.0,83940000.0,480.0,194400000.0,61800.0,226.0,8781000.0
2024-10-18,3336,8578.0,2.5107692307692306,21130.76923076923,180403640,20000.0,4197.0,83940000.0,960.0,387120000.0,58400.34210526316,547.0,18399852.0
2024-10-19,7430,14181.0,1.941304347826087,21743.478260869564,307497780,30000.0,6694.0,197260000.0,460.0,186000000.0,58400.34210526316,547.0,18399852.0
2024-10-20,3265,4867.0,1.5928571428571427,21642.85714285714,105323820,30000.0,6694.0,197260000.0,460.0,186000000.0,58400.34210526316,547.0,18399852.0
2024-10-21,7702,14396.2,1.9111764705882355,22211.764705882353,319296000,30000.0,6694.0,197260000.0,640.0,256800000.0,34225.0,72.0,2142450.0
2024-10-22,5515,8996.8,1.7678571428571428,22200.0,198966200,10300.0,7425.0,76477500.0,480.0,194500000.0,34225.0,72.0,2142450.0
2024-10-23,1716,3797.2,2.242857142857143,22042.85714285714,83709100,22000.0,7325.0,161150000.0,160.0,64350000.0,34225.0,72.0,2142450.0
2024-10-24,8686,16950.4,1.955909090909091,21695.454545454544,367326060,22000.0,7325.0,161150000.0,160.0,63600000.0,72600.0,149.0,7251000.0
2024-10-25,7342,13028.0,1.7442857142857144,21252.380952380954,277075080,22000.0,7325.0,161150000.0,480.0,194495000.0,59468.083333333336,477.0,15392807.0
2024-10-26,5508,10211.0,1.8208333333333335,20733.333333333332,211817800,6300.0,8100.0,51030000.0,160.0,64800000.0,59468.083333333336,477.0,15392807.0
2024-10-27,9194,17628.0,1.8875,20746.875,365546820,15000.0,7050.0,105750000.0,0.0,0.0,59468.083333333336,477.0,15392807.0
2024-10-28,5909,12681.0,2.1885000000000003,19990.0,253226180,15000.0,7050.0,105750000.0,640.0,256800000.0,34225.0,80.0,2380500.0
2024-10-29,8103,16574.0,2.1062499999999997,18904.166666666668,316718300,18000.0,7325.0,131850000.0,480.0,187200000.0,134500.0,27.0,1626000.0
2024-10-30,13105,28389.0,2.2154545454545453,18939.39393939394,532808480,18000.0,7325.0,131850000.0,640.0,256800000.0,134500.0,27.0,1626000.0
2024-10-31,4244,9929.0,2.312,18853.333333333332,186411300,16000.0,7050.0,112800000.0,640.0,256800000.0,59223.86363636364,167.0,6201800.0
